favorite_count,source,text,in_reply_to_screen_name,is_retweet,created_at,retweet_count,id_str
0,Twitter for iPhone,"@Wattie187 @StephenStitt @unclekells Few pounds, too",Wattie187,False,Sat May 19 13:52:55 +0000 2018,0,997837509458571264
1,Twitter for iPhone,But overall the Q2 survey heading into Brexit vote was largely positive. Sales/employment and confidence up @NIChamber,,False,Tue Aug 16 09:28:45 +0000 2016,2,765480407257186304
0,Twitter for iPhone,"@MichaelMDowling it's coffee, though @NespressoUK",MichaelMDowling,False,Fri Feb 10 19:20:00 +0000 2017,0,830134240587218944
2,Twitter Web Client,"Just in - Apple fans pictured queuing for new iPhone, days before its release http://t.co/mWCYvW40WA",,False,Wed Sep 23 13:31:05 +0000 2015,0,646678173531418624
0,Twitter Web Client,US Central Command's Twitter account 'hacked by ISIS' http://t.co/EPbfWOtOag http://t.co/3bsBFdaPHj,,False,Mon Jan 12 17:55:38 +0000 2015,0,554698230987247617
3,Twitter Web Client,Moy Park has appointed a new boss to replace Janet McCollum @MoyPark following its takeover by Pilgrim's https://t.co/3CpHDFJuWG,,False,Tue May 22 17:17:38 +0000 2018,7,998976192005976064
3,Twitter for iPhone,"If you can see even a blade of grass, then it's unlikely Translink's wi-fi is working",,False,Wed Apr 27 17:29:18 +0000 2016,0,725376286781247488
0,Twitter for iPhone,@michaelkerrNI it is. Looks superb,michaelkerrNI,False,Wed Jun 22 17:07:32 +0000 2016,0,745664530047447041
0,Twitter Web Client,@LillyBynn Thanks very much Billy.,LillyBynn,False,Mon Jun 29 17:48:11 +0000 2015,0,615577516611403777
0,Twitter Web Client,@boxaboxa Hey. Can you follow for a DM. J,boxaboxa,False,Mon Sep 01 21:30:37 +0000 2014,0,506554746476716035
0,Twitter Web Client,@casualgardener1 I'm afraid not. Had porridge this morning (I saw this morning - I mean 1pm),casualgardener1,False,Wed Sep 18 19:28:06 +0000 2013,0,380412938495856640
0,Twitter Web Client,@ChrisBCoStar strange old world sometimes,ChrisBCoStar,False,Fri Aug 12 17:53:29 +0000 2016,0,764157876994711552
0,Twitter for iPhone,"He said the company was aware of that Kilroot could not continue last year. He said a lack of Executive made things more ""difficult""",newsmulg,False,Fri Jan 26 15:09:43 +0000 2018,1,956907007809814529
2,Twitter Web Client,"@EmmetMcDB @PatrickCorrigan @casualgardener1 @irishnewsbiz Shaftesbury Square anything, Emmet",EmmetMcDB,False,Fri Oct 06 10:51:40 +0000 2017,0,916254623765278726
0,Twitter Web Client,@Rituals Any ideas??,Rituals,False,Fri Jan 17 19:54:10 +0000 2014,0,424268427767730176
1,Twitter for Android,Ireland managed to lose in just 80 minutes or so yesterday. This could be condensed down. Needs a half decent editor.,newsmulg,False,Sun Feb 03 23:47:02 +0000 2019,0,1092207867413843968
0,Twitter for Android,'@LindaFStewart @JohnCharlesLave @stewartfinn I read 'would of' on recent election material..,LindaFStewart,False,Sun May 11 13:26:35 +0000 2014,1,465483107198840832
0,Twitter Web Client,@stab8790 @Uber I'd imagine we'll see that for a while.,stab8790,False,Fri Dec 11 16:00:19 +0000 2015,0,675344370753781760
1,Twitter Web Client,@unclekells Nice profile picture. Who took that? (see what I did there?),unclekells,False,Sat Jul 18 15:42:06 +0000 2015,0,622431156449976320
0,Twitter for Android,@5imonDoyl3 @NeilCrossey Could be worth a try?,5imonDoyl3,False,Fri Sep 19 13:22:53 +0000 2014,0,512954985626480640
0,Twitter Web Client,"Northern Ireland developer building homes without planning permission 
https://t.co/bxizQqH2ga https://t.co/m49wVLRt1h",,False,Fri Jan 13 15:57:31 +0000 2017,0,819936423495221256
1,Twitter for iPhone,@nightcorrosion No. That was a positive!,Barry_ndgreen,False,Wed Jan 24 22:34:35 +0000 2018,0,956294185447018496
1,Twitter Web Client,@yvetteshapiro @casualgardener1 @lidl_ni I know. I can't help it. I just want a wee cheap tree...,yvetteshapiro,False,Thu May 25 11:08:27 +0000 2017,0,867698873283870720
0,Twitter for Android,@unclekells @michaelkerrNI @stab8790 @mattbrews Ha. Yes,unclekells,False,Thu Sep 11 17:21:03 +0000 2014,0,510115817959485440
0,Twitter for Android,@donalodonovan That's a talent in itself,donalodonovan,False,Mon Sep 17 19:17:11 +0000 2018,0,1041768045616742400
0,Twitter for iPhone,@SineadDoyle @Heskimo1 Playing SNES with mates. All balance,SineadDoyle,False,Sat Mar 03 20:18:29 +0000 2018,0,970030672722235392
8,Twitter for iPhone,@ianpaisleymp The ITC is an independent body whose commissioners are a 50-50 split between the Democrats and Republ… https://t.co/sBXLC8mthl,,False,Sat Jan 27 11:32:53 +0000 2018,0,957214824550879232
1,Twitter Web Client,"@ThreeUKSupport If not, I don't deem the network to have any concern of my interests, or fraud, on a customer account.",ThreeUKSupport,False,Tue Jan 03 14:16:31 +0000 2017,0,816287125553500160
0,Twitter Web Client,"RT '@trishdevlin Really bad accident just before  motorway outside Toome. Two ambulances, fire engine. Cars queued right back to bypass.'",,False,Wed Oct 29 09:41:05 +0000 2014,0,527394684193480704
3,Twitter Web Client,@AngusBrews Triple. Penny. Lane. What a time to be alive. ABV?,LallyBrews,False,Tue Feb 14 13:03:03 +0000 2017,0,831488930239356928
0,Twitter for iPhone,@brendanbelfast @ckarkkent surely there's even more room for punage in there :),brendanbelfast,False,Thu Sep 08 21:01:11 +0000 2016,0,773989582811570176
0,Twitter Web Client,@McCambridgeJ @arutherfordNI @C_Kilpatrick1 @_PaulMcDonnell_  I get an early night for a change and wake up to this :),McCambridgeJ,False,Tue Aug 06 10:26:36 +0000 2013,0,364693986243383298
0,Twitter Web Client,Glen Dimplex is cutting around 20 jobs in NI - relocating posts to Republic https://t.co/Nfg56Catof,,False,Tue Mar 07 10:41:43 +0000 2017,3,839063505726816259
6,Twitter for iPhone,Four hours later #beefribs https://t.co/CuILktVyum,,False,Thu Apr 13 22:37:21 +0000 2017,0,852651949992312832
1,Twitter for iPhone,Back to Scrapheap Challenge days. Dick Strawbridge says he only became known as 'Dick' when his name didn't fit on… https://t.co/5KzaS9cJ4u,,False,Fri Apr 20 21:32:29 +0000 2018,0,987443914721423361
2,Twitter for iPhone,Danske Bank @DanskeBank_UK says it has been dealing with its biggest customers to see impact of currency fluctuations,,False,Wed Nov 09 08:57:02 +0000 2016,4,796275394605436928
1,Twitter Web Client,"Kilclooney media group to sell two buildings as it downsizes its offices 
https://t.co/8Htm4RhdhH",,False,Thu Jun 29 10:06:37 +0000 2017,2,880366891423891456
1,Twitter Web Client,"@stab8790 @PokerTreeBrew @hildenbrewery Solid effort. Good, thick treacle-laden hops on palate - some acetaldehyde and others on nose though",stab8790,False,Thu Aug 28 10:45:30 +0000 2014,0,504942844499738625
1,Twitter for iPhone,Pride parade 🏳️‍🌈 in Liverpool today. Protest across the road about to get drowned out by parade soon https://t.co/UCsnmi0zkB,,False,Sat Jul 29 11:35:03 +0000 2017,0,891260780326387712
0,Twitter Web Client,"@belfast_dad My typos are followed by a 'for f**k's sake'. In my head, or out loud, if I'm not in public. You visiting the fest this year?",belfast_dad,False,Mon Nov 04 21:08:58 +0000 2013,0,397470552194965504
0,Twitter for iPhone,‘Backchannel’ between UK and Boeing over trade row https://t.co/poRQTeRzlj,,False,Tue Oct 10 09:01:00 +0000 2017,0,917676327309848576
0,Twitter Web Client,@brendanbelfast @BrenC_Scott @JohnCharlesLave Especially in regards to a hospital.,brendanbelfast,False,Wed Aug 02 15:23:38 +0000 2017,0,892767856366161920
1,Twitter for iPhone,@unclekells Brilliant,unclekells,False,Tue Mar 27 07:25:33 +0000 2018,0,978533467985207301
0,Twitter Web Client,@newsmulg heading upwards of £900 for sold two-beds 2/2,newsmulg,False,Thu Feb 02 16:06:16 +0000 2017,0,827186383710195714
0,Twitter for iPhone,@Jonny_BelTel @CB_PRandPA https://t.co/d9XmGzKEFP,Jonny_BelTel,False,Fri Jan 27 20:47:51 +0000 2017,0,825082918494146560
0,Twitter for iPhone,@NevinFarrell Good?,NevinFarrell,False,Wed Mar 14 22:20:27 +0000 2018,0,974047635186376704
1,Twitter Web Client,@chomponkarkli @belfastbarman @brewbotbelfast @WeirdBeard_Brew Not at all! Must call up this weekend and get some.,chomponkarkli,False,Fri Nov 27 15:59:10 +0000 2015,0,670270647784890368
1,Twitter for iPhone,"'Tannoy, Tannoy is a brand name' @AccidentalP @unclekells https://t.co/Se1vGoZmbm",,False,Sun Aug 28 16:56:46 +0000 2016,0,769941806725402626
1,Twitter Web Client,"@grainnemcgarvey @HospUlster This started with wit beers and lemon years ago. Citrus, aside from tainting the flavo… https://t.co/Kg2LktQMXR",grainnemcgarvey,False,Mon Dec 04 18:29:56 +0000 2017,0,937750834804387841
0,Twitter for iPhone,@belfastEmpire @bankofireland @IoDNI And he has loads,belfastEmpire,False,Thu Feb 22 20:57:33 +0000 2018,0,966779012222726144
0,Twitter Web Client,Some shop owners happy that Sainsbury's could buy business. Speculation it could see supermarket giant expanding its 'local' brand here,newsmulg,False,Tue Jun 20 09:43:07 +0000 2017,0,877099485691772928
1,Twitter for iPhone,Really great meal in @townsquareNI tonight - duo of pork was superb with @boundarybrewing stout https://t.co/di8Sibt8VG,,False,Tue Feb 02 22:58:14 +0000 2016,0,694656098125619200
12,Twitter Web Client,June's @UlsterBusiness will be landing on desks across Northern Ireland this week. Inside this month we speak to th… https://t.co/m5HtDCfY5a,,False,Mon Jun 04 10:10:30 +0000 2018,1,1003579742010920960
0,Twitter for Android,"@C_Kilpatrick1 @Whitewaterbeer My own birthday, yes :)",,False,Sun Nov 17 00:22:04 +0000 2013,0,401867799943200768
6,Twitter Web Client,Read a very moving and interesting piece from our political editor @LIAMCLARKECJ on his recent cancer diagnosis http://t.co/TkOkrmTyXO,,False,Wed Jun 11 08:00:16 +0000 2014,11,476635007956811776
0,Twitter for Android,110%...it's like nails on a blackboard,,False,Thu Sep 18 18:25:15 +0000 2014,0,512668688949186560
2,Twitter for Android,Folks @BelfastBikes there are some insane charges on my account. This didn't happen. Can you make sure this isn't c… https://t.co/RxW4m4Wx8H,,False,Thu Jun 15 11:22:10 +0000 2017,0,875312473355800576
0,Twitter Web Client,"@Portrushian Yes, certainly. $280bn firm producing the bulk of what people drink in bars across the world.",Portrushian,False,Wed Sep 16 10:36:20 +0000 2015,0,644097478279712768
1,Twitter for iPhone,@danmc2 @MargaretCan @UlsterBank You too. Hope the week goes well,danmc2,False,Thu May 11 18:22:41 +0000 2017,0,862734722056818688
8,Twitter Web Client,Piece from @business on Scandinavia's beer - @tool's Tobias was at @the_woodworkers in 2015 https://t.co/Zg9ndCNVFI https://t.co/b5aRYgggmG,,False,Mon Jan 18 17:14:41 +0000 2016,2,689133823221723136
0,Twitter Web Client,@MRSGHENDERSON Wouldn't dream of it :),MRSGHENDERSON,False,Tue Jun 03 21:46:40 +0000 2014,0,473943878819516417
2,Twitter for iPhone,"People say the EU has nothing to do with our peace, of course it does says Tom Kelly @NIStrongerIN",,False,Thu May 26 10:09:42 +0000 2016,2,735774907879981060
0,Twitter for iPhone,@WeirEvents @BelTel @UlsterBusiness @MargaretCan Thanks Sarah,WeirEvents,False,Sat Feb 03 11:39:22 +0000 2018,0,959753173815693312
3,Twitter for Android,"@BBCJayneMcC @Freight_NI @MichaelAodhan @tconnellyRTE Aodhan is loving social media, now",BBCJayneMcC,False,Wed Feb 13 21:11:52 +0000 2019,0,1095792698995412993
0,Twitter for iPhone,@keithbelfast Bravo sir. 👏,keithbelfast,False,Tue Dec 19 20:53:39 +0000 2017,0,943222820422680577
0,Twitter for iPhone,@MrCWoodhouse @yvetteshapiro @natashasayee @vinnybelfast @ColmOR_SL_BT Not quite there just yet,MrCWoodhouse,False,Thu Mar 01 11:09:13 +0000 2018,0,969167668598145024
0,Twitter for Android,@hypnotoad24 I'd imagine there is. Only one of four proposals submitted.,hypnotoad24,False,Thu Jul 19 22:33:58 +0000 2018,0,1020074292493643776
11,Twitter for iPhone,Not a bad late birthday at Cantillon @mattbrews https://t.co/OoF6U9gZ24,,False,Fri Nov 18 16:57:22 +0000 2016,0,799657763337015296
0,Twitter for iPhone,@LillyBynn You could try your luck,LillyBynn,False,Wed Nov 01 12:55:16 +0000 2017,0,925707813430681600
0,Twitter for iPhone,@TheGazzz @ChorltonBrew @Wattie187 gorgeous?,TheGazzz,False,Sat Nov 12 20:02:18 +0000 2016,0,797529978153869313
0,Twitter for Android,If any clarification is needed. Mrs Mulgrew is my mother. Not the other half. That's @keelyherself,,False,Fri Sep 20 22:02:48 +0000 2013,0,381176644062703617
1,Twitter Web Client,@Portrushian @duponline @RichardBullick1 A former minister still hasn't said how he voted,Portrushian,False,Mon Feb 05 12:21:47 +0000 2018,0,960488621601116161
0,Twitter Web Client,Elsewhere in the world of Greggs... https://t.co/x8YQfqcGbo https://t.co/liuEGIJ3iS,,False,Wed May 18 13:15:53 +0000 2016,1,732922658501865472
0,Twitter for Android,@Linds_TheDetail Cheers. David v Goliath story.,Linds_TheDetail,False,Tue Mar 03 09:02:30 +0000 2015,0,572683457450672128
0,Twitter Web Client,"Residents oppose Wrightbus plans for factory expansion and housing 
https://t.co/ZPULiCyQwl https://t.co/QLdAnUacJX",,False,Fri Mar 31 09:28:27 +0000 2017,0,847742375002742784
1,Twitter for Android,"@keithbelfast Sure, don't we all ask ourselves that?",keithbelfast,False,Wed Jan 16 20:01:47 +0000 2019,0,1085628201915830273
60,Twitter for Android,New Mexican restaurant taking shape on the Ormeau Road https://t.co/LER6D72RLv,,False,Wed Jan 30 17:04:44 +0000 2019,3,1090657074768461825
2,Twitter Web Client,@keithbelfast I 'wrote' 120 pages for my A-level ICT coursework. Mostly screengrabs. 33%,keithbelfast,False,Thu Jun 01 10:00:49 +0000 2017,0,870218571099643904
0,Twitter Web Client,@squinteratn https://t.co/WBss4pebPL,squinteratn,False,Mon Apr 24 10:13:26 +0000 2017,1,856451007731163136
0,Twitter Web Client,@LightHouseWines Howdy. Just checking if anything new has come in? Noticed Founders Backwards Bastard?,thesipsterstore,False,Wed Jan 15 15:27:29 +0000 2014,0,423476537774460929
0,Twitter for iPhone,@unclekells @BelfastBikes I believe you are talking nonsense now Mr Kells,unclekells,False,Wed Jan 25 20:25:22 +0000 2017,0,824352482751107088
2,Twitter Web Client,Reports of RBS outages/difficulties - including Ulster Bank #ulsterbank #rbs,,False,Mon Dec 02 20:13:23 +0000 2013,4,407603421055684608
1,Twitter for Android,It's only 30 mins away. @beerclubbelfast and @mattbrews is filling the fridges. http://t.co/0LtZUO24sH,,False,Wed Oct 29 18:54:35 +0000 2014,0,527533974131073024
4,Twitter Web Client,'@BelTel_Business been covering @Bombardier on an almost weekly basis for the last few years. Seems the invitation… https://t.co/W2X41wuGYM,,False,Mon Feb 12 12:02:54 +0000 2018,2,963020585730236416
0,Twitter Web Client,@5imonDoyl3 Surely that's the basis for 50% of everything?,5imonDoyl3,False,Tue Jun 13 10:25:37 +0000 2017,0,874573462941179904
4,Twitter for iPhone,@keithbelfast yes https://t.co/iatUKPMPqE,keithbelfast,False,Tue Nov 08 22:28:22 +0000 2016,0,796117185219403776
2,Twitter for Android,@arutherfordNI Don't tell me you have a press pass...,arutherfordNI,False,Sun Feb 03 21:44:21 +0000 2019,0,1092176992395505664
0,Twitter Web Client,Full story from @arutherfordNI with video to follow soon  http://t.co/ydRyxkQdSL,,False,Sun Oct 20 15:29:49 +0000 2013,4,391949383991697409
3,Twitter for iPhone,There goes Northern Ireland's supposed economic silver bullet  https://t.co/yuxbOpmbw7,,False,Sun Jul 03 18:51:04 +0000 2016,6,749676851862331392
0,Twitter Web Client,@irishnewsbiz :(,irishnewsbiz,False,Mon Apr 07 10:48:29 +0000 2014,0,453122129928941568
5,Twitter Web Client,"Crowne Plaza rebrand for Belfast's Ramada hotel 
https://t.co/CNuXowb3gN https://t.co/retOziiGQI",,False,Tue Oct 25 12:31:12 +0000 2016,3,790893470776983552
1,Twitter for Android,@RyanMcAleerUH that's what I meant :),RyanMcAleerbiz,False,Tue Sep 29 22:31:04 +0000 2015,0,648988390080294912
1,Twitter for Android,"'@Bazaarvoice Gary Allison says firm connects retailers, consumers and brands https://t.co/IIFTu60xl8",,False,Tue Jun 27 10:08:40 +0000 2017,1,879642627779506176
1,Twitter for iPhone,Belfast Majestic cinema saved by church in act of 'divine intervention' https://t.co/shoEV3QSkj https://t.co/VwQyXpCAsy,,False,Thu Sep 01 10:02:48 +0000 2016,2,771287180182454272
0,Twitter Web Client,"H&amp;W workers face massive shortfall in changes to pension plan face losing 'thousands' 
https://t.co/stxYVUpesh",,False,Tue Oct 03 11:56:30 +0000 2017,1,915183777730695168
0,Twitter for Android,@StephenStitt I would - if that was possible? About tomorrow?,StephenStitt,False,Thu Sep 26 23:44:14 +0000 2013,0,383376497794613248
1,Twitter for iPhone,@journo_chris heading now,journo_chris,False,Thu Nov 17 04:57:23 +0000 2016,0,799114185770733568
4,Twitter for iPhone,Genuine question. What do people do on trains and buses without headphones?,,False,Sat Mar 10 17:16:11 +0000 2018,0,972521509871898626
1,Twitter for iPhone,@unclekells @Belfastbikes we are sorted :),unclekells,False,Sat Jul 30 14:29:11 +0000 2016,0,759395421219348480
2,Twitter for Android,@QuintinOliver @casualgardener1 I can send you a snap of a hen party in the rain on the Dublin Road if you want?,QuintinOliver,False,Sun Aug 23 16:49:20 +0000 2015,0,635494037135433729
0,Twitter Web Client,"Arlene Foster: Corporation tax could be slashed to 10% to compete with GB 
https://t.co/AKgie9KaZk",,False,Wed Feb 15 10:52:31 +0000 2017,0,831818465665282048
2,Twitter for Android,'@MullinsIceCream taking centre stage at @Victoria_Square https://t.co/zK7N0bdkbX,,False,Sun Jul 02 13:36:37 +0000 2017,2,881506901258891264
0,Twitter for Android,@GalwayBayChris Yep. The beer wankers will be there @michaelkerrNI @unclekells @mattbrews,WFrontierChris,False,Thu Mar 05 20:01:23 +0000 2015,0,573574045163200512
6,Twitter for Android,Brendan from @belgiansmaak @beerclubbelfast kicking things off with St Bernardus Wit https://t.co/3Oj30RFvbv,,False,Fri Nov 20 20:10:30 +0000 2015,2,667797184260231168
0,Twitter for Android,@Scofflawconor It's the stopping and starting,Scofflawconor,False,Sun Feb 03 23:48:00 +0000 2019,0,1092208111459418112
1,Twitter Web Client,"According @FT ""a series of highly leveraged acquisitions of home entertainment and  audio equipment makers in recen… https://t.co/21sklqJvVx",newsmulg,False,Tue May 01 15:58:35 +0000 2018,0,991346150346317824
0,Twitter Web Client,@SJAMcBride @arutherfordNI @BelTel @UlsterBusiness @MargaretCan Thanks very much Sam,SJAMcBride,False,Fri Feb 02 15:03:08 +0000 2018,0,959442064357363713
1,Twitter for Android,'@YouTube Ruth McEntee speaking about building brands in an 'attention economy' https://t.co/SYt5svHBzf,,False,Tue Jun 06 09:07:34 +0000 2017,1,872017109177565184
0,Twitter for Android,@TheGazzz @stab8790 @michaelkerrNI @mattbrews @IndyManBeerCon Yeoo,TheGazzz,False,Mon Jun 01 19:00:19 +0000 2015,0,605448810064687104
0,Twitter for Android,@Whitewaterbeer Always does. Cheers.,Whitewaterbeer,False,Tue Nov 19 16:58:02 +0000 2013,0,402843220159516672
6,Twitter for Android,Big thanks to @oxbelfast and Stephen Toman for great birthday tasting lunch https://t.co/Jal60vc6YN,,False,Wed Nov 18 15:13:02 +0000 2015,0,666997548679303168
4,Twitter for iPhone,'@FranciscanWell can launch at Dark Horse bar https://t.co/U3ze5p2x0b,,False,Wed Sep 28 17:58:45 +0000 2016,2,781191432304549888
0,Twitter Web Client,@TinaCalder Is this the one under embargo until tomorrow?,TinaCalder,False,Thu Aug 31 10:05:06 +0000 2017,0,903196945203810305
0,Twitter for Android,@_PhilipM Hi Philip. John at the BelTel. Could you DM or email me a contact number? Cheers. j.mulgrew@belfasttelegraph.co.uk,_PhilipM,False,Wed Nov 20 15:48:06 +0000 2013,0,403188008578727936
3,Twitter for iPhone,'@niroads parallel between @futurebelfast @belfastgary #futurebelfast,,False,Thu Oct 27 17:17:49 +0000 2016,0,791690376335790080
0,Twitter Web Client,Residents' backlash over major Belfast student housing project https://t.co/vIw2mnauEJ https://t.co/gaKPCnWhkp,,False,Fri Dec 18 13:41:24 +0000 2015,1,677846126431772672
0,Twitter Web Client,Belfast and Derry councils urging Westminster to resolve botched European Capital of Culture 2023 bid… https://t.co/w6HMTP6iwP,,False,Thu Nov 30 13:25:57 +0000 2017,2,936224785712992256
1,Twitter Web Client,@squinteratn @yvetteshapiro https://t.co/jRe5Oho659,squinteratn,False,Wed Mar 27 14:26:48 +0000 2019,0,1110911050902327296
0,Twitter for iPhone,@Big_Kells @BGhotelderry Superb,Big_Kells,False,Fri Jun 01 18:15:25 +0000 2018,0,1002614611731013632
2,Twitter Web Client,.@CBI_NI @NIChamber @NICVA @UFUHQ @IoDNI @FSB_NI @QueensUBelfast @UlsterUni @retail_ni @nirc @the_brc '@Freight_NI… https://t.co/A2yhy2AiOK,newsmulg,False,Tue Apr 11 10:14:19 +0000 2017,0,851740183871582208
1,Twitter for iPhone,Another beautiful evening @betel @ulsterbizschool https://t.co/Sb5gPSrQAu,,False,Wed Jun 15 16:36:01 +0000 2016,0,743119885694316549
0,Twitter for Android,@McCambridgeJ Amazing what can happy in a week,McCambridgeJ,False,Sun Aug 11 19:48:42 +0000 2013,0,366647380633853952
2,Twitter Web Client,@Wattie187 @abvfest Very good. Forgot about that. Enjoy!,Wattie187,False,Thu May 21 14:09:58 +0000 2015,0,601389473377714176
1,Twitter for Android,Game of Thrones star Liam Cunningham addressing media pack about industry and changes @WebSummitHQ https://t.co/wOmoIN8e9T,,False,Tue Nov 03 13:55:31 +0000 2015,0,661542222312161280
0,Twitter Web Client,@Jafroman No problem. Not good.,Jafroman,False,Mon Oct 01 15:03:36 +0000 2018,0,1046777656405053441
0,Twitter for Android,@photographyjp @missclaireyg @TurnerPrize2013 @C_Kilpatrick1 Ha. Yes. You are determined to get me out of the game. Retirement watch in post,photographyjp,False,Tue Nov 19 09:56:10 +0000 2013,0,402737051344576512
6,Twitter for Android,SDLP councillor Brian Heading is addressing committee over examining social housing applications and whether a dedi… https://t.co/Fcpj2xhAk6,,False,Tue Nov 13 17:13:15 +0000 2018,3,1062392962762584066
0,Twitter for iPhone,@Translink_NI No. Hearing horror stories from friends,Translink_NI,False,Thu Nov 23 19:23:36 +0000 2017,0,933778074826694657
0,Twitter Web Client,@Eoinwilson4 In today's @beltel,hophooligan,False,Mon Apr 07 09:39:28 +0000 2014,0,453104763413200896
5,Twitter Web Client,"If you want to hear more about the @Carillionplc problems, have a listen to me on @talkRADIO with @EamonnHolmes soon #Carillion",,False,Tue Jan 16 17:38:56 +0000 2018,3,953320677968359425
0,Twitter for iPhone,"Speaking about the @duponline backing of airstrikes in Syria @DUPleader says ""based in the info we had... that it w… https://t.co/jI1HqJkYQ6",,False,Fri Apr 20 13:04:49 +0000 2018,0,987316157031043075
0,Twitter Web Client,@matthewdick23 Sounds right up my street. Haven't had it since last trip to Brussels.,mattbrews,False,Sun Dec 01 21:27:08 +0000 2013,0,407259595598344192
3,Twitter for Android,'@FinTrU_Ltd creating more than 600 new jobs. Around half of those will be at its new hub in Derry https://t.co/kdLDBa6s2u,,False,Tue Jun 26 09:22:49 +0000 2018,3,1011540272596078592
1,Twitter for Android,Peter Robinson due to speak to the gaggles of waiting media after meeting at Islamic Centre http://t.co/RUYHsz8Awn,,False,Tue Jun 03 18:02:55 +0000 2014,0,473887569852514304
4,Twitter for iPhone,Beer and wine fans. Spiegelau glasses in TK Maxx for a fiver. https://t.co/GqjqT2l4h5,,False,Wed Jun 08 17:20:05 +0000 2016,0,740594258210590721
7,Twitter for iPhone,Why is there no live golf on Sky Sports? https://t.co/4s9wipssuW,,False,Thu Apr 05 18:50:43 +0000 2018,0,981967386118107141
0,Twitter Web Client,@brendanbelfast @Conor_Devine @BelTel @UlsterBusiness @MargaretCan Cheers Brendan,brendanbelfast,False,Fri Feb 02 14:18:45 +0000 2018,0,959430895148130306
0,Twitter for iPhone,@Wattie187 Just a bid to seem to allow for Parliament to have a say,Wattie187,False,Mon Nov 13 20:41:04 +0000 2017,0,930173690226061316
1,Twitter for Android,@unclekells @RyderCupEurope Much love,unclekells,False,Sun Sep 30 15:19:38 +0000 2018,0,1046419306546941956
1,Twitter Web Client,"According to June census employment figures, the 1,404 migrant workers equate to 20% of the paid agricultural workforce",newsmulg,False,Tue Oct 02 10:47:59 +0000 2018,1,1047075718750965760
2,Twitter for Android,'@DavidMeadeLive on stage now at #beltelawards http://t.co/R8e7JZ28i2,,False,Thu Apr 30 21:32:34 +0000 2015,0,593890712812412928
1,Twitter Web Client,"""Trump’s ties are preposterously priapic"" https://t.co/9NwyKtV92t",,False,Mon Nov 07 19:05:48 +0000 2016,0,795703820412186625
0,Twitter Web Client,"Reported on the major Ulster Bank IT debacle in 2012, with Irish News and Bel Tel and spoke to CEO Jim Brown over compensation package",,False,Mon Dec 02 21:42:57 +0000 2013,0,407625960897249280
0,Twitter for Android,@mattbrews @jesterkingbeer I know all about it. What's your pick?,mattbrews,False,Sat Jun 28 18:30:33 +0000 2014,0,482954220937949185
1,Twitter Web Client,"NI company donating £2,000 and raising cash to replace iPads stolen from Fermanagh school 
https://t.co/wLdzZGLpP0",,False,Tue Nov 28 11:40:56 +0000 2017,0,935473581865172992
0,Twitter for Android,Bands heading from city centre towards Donegall Street - St Patrick's church http://t.co/15x9NRvFN8,,False,Sat Jul 12 17:27:02 +0000 2014,0,488011667348160513
15,Twitter for Android,Not a bad view of the city from @hotelindigo of London skyline @HOLBID https://t.co/tVZ1GIcPjB,,False,Fri Oct 05 21:26:36 +0000 2018,3,1048323594785316864
0,Twitter Web Client,'@Ilkleybrewery sold off to the Half Full Beer Co for undisclosed sum http://t.co/g5UYMbQZVM,,False,Mon Jul 27 13:35:58 +0000 2015,0,625660905704042496
0,Twitter Web Client,@Wattie187 @mattbrews Ah pants. I saw you talking about it on here last night while I was half asleep.,Wattie187,False,Thu Jan 15 09:22:49 +0000 2015,0,555656340144918528
0,Twitter Web Client,@mattbrews Interesting read. All could turn.,mattbrews,False,Thu Oct 15 13:37:27 +0000 2015,0,654652305262772227
0,Twitter Web Client,@JP_Biz @BunsenTweets @pablosbelfast @FiveGuysNI And a shame that Bulletproof Burgers shut its doors,JP_Biz,False,Wed Sep 13 10:57:46 +0000 2017,0,907921240765198336
33,Twitter for iPhone,"Me: 'Return ticket to Ballymena' 
*hands over £10*
Conductor: 'That's £13'
Me: 'Did they move it?'",,False,Thu Jul 28 07:13:58 +0000 2016,11,758561118642208768
1,Twitter Web Client,@unclekells Have you actually shaved your head?,unclekells,False,Thu Jan 19 15:44:58 +0000 2017,0,822107589727125504
4,Twitter for iPhone,That's a cracking day to be out on the course https://t.co/nIZhCFiyzg,,False,Sat Sep 17 12:49:59 +0000 2016,0,777127461062602752
0,Twitter Web Client,"Lisburn &amp; Castlereagh NI's ""top property investment hotspot"" according to Barclays https://t.co/9ahkV9tMWV",,False,Tue May 30 09:21:04 +0000 2017,0,869483789487144960
1,Twitter Web Client,UUP candidate Andy Allen says Bombardier is cutting a further 50 jobs this year on top of 580 planned,,False,Wed Apr 20 10:47:42 +0000 2016,0,722738505563127808
1,Twitter Web Client,"@ClodaghLRice Sorry, I should have also said, Happy Birthday! https://t.co/1HAzH3pSd9",newsmulg,False,Fri Mar 15 15:00:57 +0000 2019,0,1106570989163479047
2,Twitter Web Client,"Just enjoy these...If Danny Dyer’s tweets were motivational posters
 http://t.co/38HIB8ZVxy",,False,Mon May 19 20:39:52 +0000 2014,1,468491248039653377
0,Twitter for iPhone,@yvetteshapiro @InvestNI @black_duck_sw @irishnewsbiz @BelTel_Business @Economy_NI @julianoneill @newsondowntown @goQradio Jesus,yvetteshapiro,False,Wed Oct 19 09:58:51 +0000 2016,0,788680806034239490
